	AP008937.1	AP017973.1	AP017974.1	AP024320.1	CP002033.1	CP005958.1	CP011536.1	CP016803.1	CP017151.1	CP019030.1	CP021104.1	CP021790.1	CP021964.1	CP031195.1	CP033371.1	CP034099.1	CP034193.1	CP035054.1	CP035055.1	CP044354.1	CP045034.1	CP047584.1	CP047585.1	CP050919.1	CP053312.1	CP053314.1	CP065522.1	CP067088.1	CP070858.1	CP070935.1	CP070948.1	CP070999.1	CP071000.1	CP071001.1	CP076082.1	CP076446.1	CP082359.1	CP089305.1	CP094655.1	CP095385.1	CP100352.1	CP101688.1	CP102532.1	CP102714.1	CP103293.1	CP103400.1	CP110798.1	CP116617.1	CP116618.1	CP116755.1	CP117933.1	CP118092.1	CP119406.1	CP119425.1	CP120668.1	CP121468.1	CP124737.1	CP127401.1	CP128169.1	CP131058.1	CP132481.1	CP132541.1	CP136242.1	CP139052.1	CP139637.1	CP141807.1	CP145309.1	CP157198.1	CP157592.1	CP157980.1	CP158463.1	CP160833.1	CP165726.1	CP170189.1	CP171795.1	CP172330.1	CP176633.1	CP184765.1	CP188318.1	CP193773.1	CP197007.1	CP199922.1	NZ_AP024320.1	NZ_CP011536.1	NZ_CP016803.1	NZ_CP017151.1	NZ_CP019030.1	NZ_CP021104.1	NZ_CP021790.1	NZ_CP021964.1	NZ_CP031195.1	NZ_CP034099.1	NZ_CP034193.1	NZ_CP035054.1	NZ_CP035055.1	NZ_CP044354.1	NZ_CP045034.1	NZ_CP047584.1	NZ_CP047585.1	NZ_CP050919.1	NZ_CP053312.1	NZ_CP053314.1	NZ_CP065522.1	NZ_CP067088.1	NZ_CP070858.1	NZ_CP070935.1	NZ_CP070948.1	NZ_CP070999.1	NZ_CP071000.1	NZ_CP071001.1	NZ_CP076082.1	NZ_CP076446.1	NZ_CP082359.1	NZ_CP089305.1	NZ_CP094655.1	NZ_CP095385.1	NZ_CP100352.1	NZ_CP101688.1	NZ_CP102532.1	NZ_CP102714.1	NZ_CP103293.1	NZ_CP103400.1	NZ_CP110798.1	NZ_CP116617.1	NZ_CP116618.1	NZ_CP116755.1	NZ_CP117933.1	NZ_CP118092.1	NZ_CP119406.1	NZ_CP119425.1	NZ_CP120668.1	NZ_CP121468.1	NZ_CP124737.1	NZ_CP127401.1	NZ_CP128169.1	NZ_CP131058.1	NZ_CP132481.1	NZ_CP132541.1	NZ_CP136242.1	NZ_CP139052.1	NZ_CP139637.1	NZ_CP141807.1	NZ_CP145309.1	NZ_CP157198.1	NZ_CP157592.1	NZ_CP157980.1	NZ_CP158463.1	NZ_CP160833.1	NZ_CP165726.1	NZ_CP171795.1	NZ_CP176633.1	NZ_CP184765.1	NZ_CP188318.1	NZ_CP193773.1	NZ_CP199922.1
CP165726.1	97.498627	97.180908	82.549393	97.47905	97.407127	97.528702	97.560211	97.549316	97.554359	97.506218	97.536896	97.501907	97.567047	97.567436	97.195572	97.549095	97.372551	97.370735	99.044243	97.511566	97.572754	97.442261	97.371887	97.424591	97.236458	98.814713	97.384277	97.58474	97.514236	97.28849	97.545799	97.477829	97.56797	97.422806	97.38488	97.461807	97.41658	97.465454	97.565964	97.758316	97.431564	97.568405	97.469604	99.040199	97.510986	99.987045	97.523544	97.31073	97.453247	97.29068	97.675095	97.517807	99.987579	99.987518	97.346283	98.970863	97.606506	99.987144	97.141968	97.501938	97.679001	97.4869	97.479492	97.344299	97.42466	97.390228	97.493073	97.53772	97.299095	98.838562	97.539444	97.4561	100.0	97.527191	97.603928	99.966705	97.536423	97.43045	97.488937	98.472267	99.980453	99.985855	97.47905	97.560211	97.549316	97.554359	97.506218	97.536896	97.501907	97.567047	97.567436	97.549095	97.372551	97.370735	99.044243	97.511566	97.572754	97.442261	97.371887	97.424591	97.236458	98.814713	97.384277	97.58474	97.514236	97.28849	97.545799	97.477829	97.56797	97.422806	97.38488	97.461807	97.41658	97.465454	97.565964	97.758316	97.431564	97.568405	97.469604	99.040199	97.510986	99.987045	97.523544	97.31073	97.453247	97.29068	97.675095	97.517807	99.987579	99.987518	97.346283	98.970863	97.606506	99.987144	97.141968	97.501938	97.679001	97.4869	97.479492	97.344299	97.42466	97.390228	97.493073	97.53772	97.299095	98.838562	97.539444	97.4561	100.0	97.603928	97.536423	97.43045	97.488937	98.472267	99.985855
CP170189.1	98.303619	97.865074	83.659546	98.394928	98.326065	98.350311	98.49144	98.512856	98.495766	98.39151	98.630524	98.382492	98.39473	98.491669	99.952026	99.981476	98.01796	98.506882	97.527122	98.46492	98.591164	98.504059	97.071182	98.593056	97.94548	97.524857	98.414307	98.588425	98.573448	97.932327	98.60128	98.613586	98.556328	98.608337	98.211823	98.338722	98.710724	98.253937	98.43338	98.517517	98.366257	98.426216	98.603928	97.441147	98.577812	97.441284	98.414948	97.833267	98.336548	98.630005	98.636925	98.505814	97.445107	97.444977	98.389938	97.612518	98.654938	97.44323	97.669189	98.550659	98.702484	98.586853	98.281464	97.945389	98.549263	97.971779	98.355171	98.36351	97.862915	97.562881	98.301117	98.45224	97.527191	100.0	98.676811	97.417831	98.574371	98.350357	98.5877	97.504463	97.436905	97.476624	98.394928	98.49144	98.512856	98.495766	98.39151	98.630524	98.382492	98.39473	98.491669	99.981476	98.01796	98.506882	97.527122	98.46492	98.591164	98.504059	97.071182	98.593056	97.94548	97.524857	98.414307	98.588425	98.573448	97.932327	98.60128	98.613586	98.556328	98.608337	98.211823	98.338722	98.710724	98.253937	98.43338	98.517517	98.366257	98.426216	98.603928	97.441147	98.577812	97.441284	98.414948	97.833267	98.336548	98.630005	98.636925	98.505814	97.445107	97.444977	98.389938	97.612518	98.654938	97.44323	97.669189	98.550659	98.702484	98.586853	98.281464	97.945389	98.549263	97.971779	98.355171	98.36351	97.862915	97.562881	98.301117	98.45224	97.527191	98.676811	98.574371	98.350357	98.5877	97.504463	97.476624
CP171795.1	98.522591	97.871544	83.145378	98.545959	98.465332	98.46711	98.523468	98.666084	98.670204	98.697052	98.473831	98.456299	98.709839	98.626923	98.426529	98.564774	97.988708	98.638519	97.455498	98.625626	98.465088	99.469009	97.325653	98.593399	98.013321	97.575775	98.564545	98.559128	98.437714	97.869987	98.780724	98.394058	98.438553	98.506653	98.453079	98.512054	98.512405	98.527451	98.566879	98.590469	99.264091	98.563156	98.484329	97.442482	98.560822	97.559235	98.799789	97.867004	98.269791	98.569046	98.636414	98.513947	97.477295	97.477158	98.474953	97.552567	98.811981	97.476189	97.904945	98.773468	98.704254	98.64006	98.423599	98.067673	98.627045	98.008308	98.575188	98.672562	98.003326	97.595474	98.54335	98.662659	97.603928	98.676811	100.0	97.501617	98.628098	98.429329	98.694435	97.50618	97.594559	97.506554	98.545959	98.523468	98.666084	98.670204	98.697052	98.473831	98.456299	98.709839	98.626923	98.564774	97.988708	98.638519	97.455498	98.625626	98.465088	99.469009	97.325653	98.593399	98.013321	97.575775	98.564545	98.559128	98.437714	97.869987	98.780724	98.394058	98.438553	98.506653	98.453079	98.512054	98.512405	98.527451	98.566879	98.590469	99.264091	98.563156	98.484329	97.442482	98.560822	97.559235	98.799789	97.867004	98.269791	98.569046	98.636414	98.513947	97.477295	97.477158	98.474953	97.552567	98.811981	97.476189	97.904945	98.773468	98.704254	98.64006	98.423599	98.067673	98.627045	98.008308	98.575188	98.672562	98.003326	97.595474	98.54335	98.662659	97.603928	100.0	98.628098	98.429329	98.694435	97.50618	97.506554
CP172330.1	97.501656	97.126274	82.8908	97.456604	97.450333	97.510178	97.526688	97.501122	97.612732	97.572617	97.505844	97.511658	97.544525	97.543121	97.095383	97.412048	97.312744	97.375275	98.991798	97.467155	97.45192	97.402328	97.348923	97.386673	97.167816	98.75016	97.327698	97.545258	97.480988	97.322296	97.527985	97.453247	97.499527	97.354538	97.296913	97.451813	97.4216	97.452347	97.623718	97.695267	97.424286	97.555023	97.46151	98.99472	97.431648	99.978394	97.461945	97.193649	97.391731	97.272385	97.621628	97.510475	99.979355	99.979279	97.382591	98.968002	97.621689	99.978729	97.004097	97.506226	97.656647	97.428406	97.4263	97.279861	97.436615	97.29438	97.426476	97.548203	97.272972	98.757469	97.477646	97.485855	99.966705	97.417831	97.501617	100.0	97.563828	97.428452	97.438316	98.38131	99.976807	99.978569	97.456604	97.526688	97.501122	97.612732	97.572617	97.505844	97.511658	97.544525	97.543121	97.412048	97.312744	97.375275	98.991798	97.467155	97.45192	97.402328	97.348923	97.386673	97.167816	98.75016	97.327698	97.545258	97.480988	97.322296	97.527985	97.453247	97.499527	97.354538	97.296913	97.451813	97.4216	97.452347	97.623718	97.695267	97.424286	97.555023	97.46151	98.99472	97.431648	99.978394	97.461945	97.193649	97.391731	97.272385	97.621628	97.510475	99.979355	99.979279	97.382591	98.968002	97.621689	99.978729	97.004097	97.506226	97.656647	97.428406	97.4263	97.279861	97.436615	97.29438	97.426476	97.548203	97.272972	98.757469	97.477646	97.485855	99.966705	97.501617	97.563828	97.428452	97.438316	98.38131	99.978569
CP176633.1	98.748283	97.994476	84.471291	98.71627	98.677139	98.598953	98.852684	98.747665	98.700317	98.623428	98.855026	98.710159	98.776855	98.705612	98.187424	98.504433	98.145782	98.775673	97.521255	98.78791	98.855286	98.560638	97.2145	99.374138	98.082825	97.469788	98.826767	99.242271	98.822144	98.249893	98.698059	98.858032	98.831139	98.834259	98.459518	98.683281	98.834793	98.669548	98.709679	98.775345	98.557213	98.642708	98.793365	97.59346	98.83902	97.509186	98.606018	97.976974	98.683563	98.820107	99.179718	98.76442	97.505585	97.505463	98.556946	97.563828	98.78804	97.50679	97.968895	98.705116	99.167847	99.163231	98.666077	98.21431	98.550034	98.155998	98.700974	98.703514	98.207581	97.508896	98.63356	98.78083	97.536423	98.574371	98.628098	97.563828	100.0	98.669388	99.148941	97.611259	97.559662	97.525085	98.71627	98.852684	98.747665	98.700317	98.623428	98.855026	98.710159	98.776855	98.705612	98.504433	98.145782	98.775673	97.521255	98.78791	98.855286	98.560638	97.2145	99.374138	98.082825	97.469788	98.826767	99.242271	98.822144	98.249893	98.698059	98.858032	98.831139	98.834259	98.459518	98.683281	98.834793	98.669548	98.709679	98.775345	98.557213	98.642708	98.793365	97.59346	98.83902	97.509186	98.606018	97.976974	98.683563	98.820107	99.179718	98.76442	97.505585	97.505463	98.556946	97.563828	98.78804	97.50679	97.968895	98.705116	99.167847	99.163231	98.666077	98.21431	98.550034	98.155998	98.700974	98.703514	98.207581	97.508896	98.63356	98.78083	97.536423	98.628098	100.0	98.669388	99.148941	97.611259	97.525085
CP184765.1	98.491165	97.847885	83.216187	98.603821	98.299835	98.56546	98.577904	98.396317	98.636642	98.573433	98.598503	98.441772	98.517899	98.627831	98.325684	98.311981	97.945267	98.469299	97.393997	98.545486	98.571838	98.457138	97.023193	98.524391	97.954391	97.387283	98.617805	98.582779	98.499054	97.995621	98.563812	98.538773	98.507721	98.502502	98.390564	98.579765	98.533951	98.47776	98.732147	98.618858	98.489632	98.533707	98.515579	97.333786	98.500534	97.364548	98.526863	97.811081	98.332092	98.468719	98.681763	98.527908	97.367851	97.36776	98.311295	97.377441	98.488586	97.36544	97.933716	98.557602	98.714653	98.541931	98.757278	98.007339	98.2612	97.969009	98.496162	98.700592	97.958412	97.394859	98.467651	98.466919	97.43045	98.350357	98.429329	97.428452	98.669388	100.0	98.545387	97.354332	97.419464	97.399551	98.603821	98.577904	98.396317	98.636642	98.573433	98.598503	98.441772	98.517899	98.627831	98.311981	97.945267	98.469299	97.393997	98.545486	98.571838	98.457138	97.023193	98.524391	97.954391	97.387283	98.617805	98.582779	98.499054	97.995621	98.563812	98.538773	98.507721	98.502502	98.390564	98.579765	98.533951	98.47776	98.732147	98.618858	98.489632	98.533707	98.515579	97.333786	98.500534	97.364548	98.526863	97.811081	98.332092	98.468719	98.681763	98.527908	97.367851	97.36776	98.311295	97.377441	98.488586	97.36544	97.933716	98.557602	98.714653	98.541931	98.757278	98.007339	98.2612	97.969009	98.496162	98.700592	97.958412	97.394859	98.467651	98.466919	97.43045	98.429329	98.669388	100.0	98.545387	97.354332	97.399551
CP188318.1	98.626091	97.891388	82.389236	98.618561	98.671967	98.57177	98.659187	98.568375	98.727806	98.314896	98.785736	98.690872	98.66272	98.728378	98.283272	98.596352	98.075287	98.538406	97.470901	98.714485	98.701263	98.548248	97.212326	99.01577	97.963013	97.357269	98.668411	98.988098	98.771278	98.128357	98.612518	98.750229	98.762466	98.796417	98.349594	98.656464	98.672302	98.722351	98.768295	98.798248	98.446259	98.627106	98.796051	97.432777	98.741409	97.390961	98.484451	97.848045	98.496735	98.592255	99.159668	98.697159	97.306244	97.306129	98.582352	97.590088	98.710701	97.305969	97.774788	98.614304	99.135574	99.999802	98.635864	97.841454	98.427025	97.868011	98.702461	98.696396	98.052917	97.409874	98.543739	98.589539	97.488937	98.5877	98.694435	97.438316	99.148941	98.545387	100.0	97.431633	97.441849	97.435883	98.618561	98.659187	98.568375	98.727806	98.314896	98.785736	98.690872	98.66272	98.728378	98.596352	98.075287	98.538406	97.470901	98.714485	98.701263	98.548248	97.212326	99.01577	97.963013	97.357269	98.668411	98.988098	98.771278	98.128357	98.612518	98.750229	98.762466	98.796417	98.349594	98.656464	98.672302	98.722351	98.768295	98.798248	98.446259	98.627106	98.796051	97.432777	98.741409	97.390961	98.484451	97.848045	98.496735	98.592255	99.159668	98.697159	97.306244	97.306129	98.582352	97.590088	98.710701	97.305969	97.774788	98.614304	99.135574	99.999802	98.635864	97.841454	98.427025	97.868011	98.702461	98.696396	98.052917	97.409874	98.543739	98.589539	97.488937	98.694435	99.148941	98.545387	100.0	97.431633	97.435883
CP193773.1	97.409943	97.240677	83.537521	97.41713	97.354019	97.57151	97.615204	97.371315	97.606979	97.343979	97.538887	97.556198	97.437805	97.551071	97.06881	97.458755	97.339043	97.234711	98.392082	97.471527	97.497787	97.398476	97.281357	97.44783	97.084023	98.127014	97.37442	97.464989	97.521141	97.241425	97.505623	97.51519	97.560211	97.482498	97.402084	97.500168	97.517838	97.54007	97.730919	97.647812	97.329742	97.558517	97.477005	98.286926	97.545456	98.479187	97.313217	97.299728	97.445175	97.32048	97.643417	97.626152	98.470139	98.4702	97.560333	98.336365	97.602966	98.470131	97.186707	97.495255	97.611763	97.435448	97.44841	97.348251	97.332748	97.336975	97.627022	97.553253	97.374634	98.140182	97.540482	97.477646	98.472267	97.504463	97.50618	98.38131	97.611259	97.354332	97.431633	100.0	98.443535	98.399963	97.41713	97.615204	97.371315	97.606979	97.343979	97.538887	97.556198	97.437805	97.551071	97.458755	97.339043	97.234711	98.392082	97.471527	97.497787	97.398476	97.281357	97.44783	97.084023	98.127014	97.37442	97.464989	97.521141	97.241425	97.505623	97.51519	97.560211	97.482498	97.402084	97.500168	97.517838	97.54007	97.730919	97.647812	97.329742	97.558517	97.477005	98.286926	97.545456	98.479187	97.313217	97.299728	97.445175	97.32048	97.643417	97.626152	98.470139	98.4702	97.560333	98.336365	97.602966	98.470131	97.186707	97.495255	97.611763	97.435448	97.44841	97.348251	97.332748	97.336975	97.627022	97.553253	97.374634	98.140182	97.540482	97.477646	98.472267	97.50618	97.611259	97.354332	97.431633	100.0	98.399963
CP197007.1	97.541054	97.090042	82.951172	97.502426	97.473053	97.551758	97.540436	97.504646	97.592773	97.558365	97.581848	97.445084	97.572037	97.578705	97.021255	97.483307	97.35582	97.395271	99.019775	97.506104	97.499687	97.440063	97.277328	97.426735	97.208038	98.789871	97.405807	97.586838	97.502907	97.267807	97.527534	97.490021	97.524384	97.380783	97.380341	97.532455	97.441071	97.509155	97.620041	97.694351	97.462029	97.552292	97.448624	98.998817	97.544724	99.991974	97.435944	97.216759	97.380997	97.320465	97.651222	97.517563	99.992859	99.99279	97.444344	98.905869	97.645889	99.992226	96.98378	97.54995	97.640511	97.440414	97.47435	97.282135	97.488007	97.342148	97.467621	97.535599	97.258926	98.78273	97.514435	97.486908	99.980453	97.436905	97.594559	99.976807	97.559662	97.419464	97.441849	98.443535	100.0	99.989395	97.502426	97.540436	97.504646	97.592773	97.558365	97.581848	97.445084	97.572037	97.578705	97.483307	97.35582	97.395271	99.019775	97.506104	97.499687	97.440063	97.277328	97.426735	97.208038	98.789871	97.405807	97.586838	97.502907	97.267807	97.527534	97.490021	97.524384	97.380783	97.380341	97.532455	97.441071	97.509155	97.620041	97.694351	97.462029	97.552292	97.448624	98.998817	97.544724	99.991974	97.435944	97.216759	97.380997	97.320465	97.651222	97.517563	99.992859	99.99279	97.444344	98.905869	97.645889	99.992226	96.98378	97.54995	97.640511	97.440414	97.47435	97.282135	97.488007	97.342148	97.467621	97.535599	97.258926	98.78273	97.514435	97.486908	99.980453	97.594559	97.559662	97.419464	97.441849	98.443535	99.989395
CP199922.1	97.497635	97.124649	82.479218	97.558243	97.458191	97.572189	97.595383	97.587021	97.549835	97.577087	97.530701	97.493629	97.550522	97.589859	97.096779	97.486267	97.301727	97.371384	99.056534	97.512604	97.476456	97.342178	97.345078	97.431969	97.13118	98.775803	97.363586	97.551437	97.521492	97.286636	97.529243	97.452774	97.514877	97.446541	97.308441	97.485062	97.371033	97.555618	97.631577	97.718719	97.531227	97.593071	97.457672	98.999001	97.532135	99.997208	97.467758	97.20256	97.395706	97.332298	97.671661	97.531738	99.998581	99.998528	97.42662	98.936569	97.653793	99.997925	97.050095	97.632339	97.646614	97.451012	97.486069	97.31366	97.517624	97.301025	97.475365	97.571785	97.318176	98.77121	97.562592	97.456253	99.985855	97.476624	97.506554	99.978569	97.525085	97.399551	97.435883	98.399963	99.989395	100.0	97.558243	97.595383	97.587021	97.549835	97.577087	97.530701	97.493629	97.550522	97.589859	97.486267	97.301727	97.371384	99.056534	97.512604	97.476456	97.342178	97.345078	97.431969	97.13118	98.775803	97.363586	97.551437	97.521492	97.286636	97.529243	97.452774	97.514877	97.446541	97.308441	97.485062	97.371033	97.555618	97.631577	97.718719	97.531227	97.593071	97.457672	98.999001	97.532135	99.997208	97.467758	97.20256	97.395706	97.332298	97.671661	97.531738	99.998581	99.998528	97.42662	98.936569	97.653793	99.997925	97.050095	97.632339	97.646614	97.451012	97.486069	97.31366	97.517624	97.301025	97.475365	97.571785	97.318176	98.77121	97.562592	97.456253	99.985855	97.506554	97.525085	97.399551	97.435883	98.399963	100.0
NZ_AP024320.1	98.652039	97.864471	83.729797	100.0	98.592453	98.620705	98.498116	98.672058	99.090561	98.66217	98.615433	98.516335	98.691559	98.682007	98.274323	98.386154	98.088799	98.673553	97.40033	98.570465	98.621643	98.637016	97.248177	98.723434	98.015717	97.501648	98.754036	98.60524	98.612793	98.027817	98.714249	98.595718	98.617271	98.619888	98.467941	98.882195	98.57225	98.770287	98.880096	98.727432	98.512596	98.711807	98.604782	97.460709	98.603416	97.551285	98.775055	97.904457	98.436096	98.495132	98.685501	98.586624	97.534355	97.53421	98.477615	97.436516	98.765244	97.52626	97.902122	98.72731	98.750587	98.6353	98.637695	98.044365	98.478638	98.037506	98.846573	98.759186	98.115295	97.452438	98.847885	98.625549	97.47905	98.394928	98.545959	97.456604	98.71627	98.603821	98.618561	97.41713	97.502426	97.558243	100.0	98.498116	98.672058	99.090561	98.66217	98.615433	98.516335	98.691559	98.682007	98.386154	98.088799	98.673553	97.40033	98.570465	98.621643	98.637016	97.248177	98.723434	98.015717	97.501648	98.754036	98.60524	98.612793	98.027817	98.714249	98.595718	98.617271	98.619888	98.467941	98.882195	98.57225	98.770287	98.880096	98.727432	98.512596	98.711807	98.604782	97.460709	98.603416	97.551285	98.775055	97.904457	98.436096	98.495132	98.685501	98.586624	97.534355	97.53421	98.477615	97.436516	98.765244	97.52626	97.902122	98.72731	98.750587	98.6353	98.637695	98.044365	98.478638	98.037506	98.846573	98.759186	98.115295	97.452438	98.847885	98.625549	97.47905	98.545959	98.71627	98.603821	98.618561	97.41713	97.558243
NZ_CP011536.1	98.510513	97.920822	82.176781	98.498116	98.562988	98.576965	100.0	98.538834	98.56076	98.442894	99.414581	98.510025	98.604858	98.598785	98.296555	98.514481	98.210556	98.578735	97.392853	99.02124	99.409721	98.397232	97.087212	98.816452	97.975266	97.446106	98.700012	98.778641	99.406433	98.066788	98.559509	99.402634	99.420998	99.392548	98.30571	98.515915	99.18132	98.439026	98.651093	98.691589	98.312454	98.662048	99.39798	97.428169	99.359406	97.516571	98.491539	97.920334	98.512527	98.973358	98.932755	98.865807	97.563751	97.563644	98.58905	97.476166	98.605919	97.574432	97.794189	98.605484	98.9058	98.673157	98.44754	97.978668	98.395973	97.923706	98.457962	98.681625	98.035797	97.465027	98.491959	98.471924	97.560211	98.49144	98.523468	97.526688	98.852684	98.577904	98.659187	97.615204	97.540436	97.595383	98.498116	100.0	98.538834	98.56076	98.442894	99.414581	98.510025	98.604858	98.598785	98.514481	98.210556	98.578735	97.392853	99.02124	99.409721	98.397232	97.087212	98.816452	97.975266	97.446106	98.700012	98.778641	99.406433	98.066788	98.559509	99.402634	99.420998	99.392548	98.30571	98.515915	99.18132	98.439026	98.651093	98.691589	98.312454	98.662048	99.39798	97.428169	99.359406	97.516571	98.491539	97.920334	98.512527	98.973358	98.932755	98.865807	97.563751	97.563644	98.58905	97.476166	98.605919	97.574432	97.794189	98.605484	98.9058	98.673157	98.44754	97.978668	98.395973	97.923706	98.457962	98.681625	98.035797	97.465027	98.491959	98.471924	97.560211	98.523468	98.852684	98.577904	98.659187	97.615204	97.595383
NZ_CP016803.1	98.656876	97.902657	82.072052	98.672058	98.565498	98.581696	98.538834	100.0	98.720459	98.518219	98.629868	98.801987	98.788429	98.654343	98.232986	98.440887	98.09407	98.496445	97.38623	98.588631	98.653976	98.359711	97.291389	98.623138	97.948402	97.549759	98.56076	98.692345	98.62323	98.022774	98.611137	98.62928	98.610031	98.569672	98.279785	98.544022	98.580475	98.5681	98.702484	98.73494	98.502731	98.639229	98.63588	97.570847	98.560364	97.548439	98.731354	97.818718	98.393356	98.503006	98.744705	98.629211	97.558044	97.557899	98.564804	97.68161	98.73983	97.556503	97.841553	98.789551	98.794327	98.568024	98.489792	98.146095	98.551773	98.093628	98.479446	98.674355	98.003685	97.518311	98.576416	98.656616	97.549316	98.512856	98.666084	97.501122	98.747665	98.396317	98.568375	97.371315	97.504646	97.587021	98.672058	98.538834	100.0	98.720459	98.518219	98.629868	98.801987	98.788429	98.654343	98.440887	98.09407	98.496445	97.38623	98.588631	98.653976	98.359711	97.291389	98.623138	97.948402	97.549759	98.56076	98.692345	98.62323	98.022774	98.611137	98.62928	98.610031	98.569672	98.279785	98.544022	98.580475	98.5681	98.702484	98.73494	98.502731	98.639229	98.63588	97.570847	98.560364	97.548439	98.731354	97.818718	98.393356	98.503006	98.744705	98.629211	97.558044	97.557899	98.564804	97.68161	98.73983	97.556503	97.841553	98.789551	98.794327	98.568024	98.489792	98.146095	98.551773	98.093628	98.479446	98.674355	98.003685	97.518311	98.576416	98.656616	97.549316	98.666084	98.747665	98.396317	98.568375	97.371315	97.587021
NZ_CP017151.1	98.736382	97.985474	82.490158	99.090561	98.575485	98.786697	98.56076	98.720459	100.0	98.735397	98.595016	98.62439	98.728592	98.749184	98.346909	98.502312	98.099945	98.736259	97.488441	98.523926	98.594681	98.677193	97.373154	98.660934	98.057831	97.616226	98.739105	98.686661	98.64267	98.043076	98.775536	98.589539	98.614586	98.614014	98.489494	98.855881	98.604172	98.767761	98.928497	98.760406	98.524025	98.690445	98.580414	97.546997	98.505966	97.550362	98.723999	97.944077	98.426193	98.491394	98.697739	98.564392	97.582176	97.582047	98.587524	97.58181	98.799004	97.577911	97.901794	98.768585	98.669601	98.728821	98.786133	98.052979	98.553596	98.02829	98.882019	98.778244	98.084717	97.552139	99.069145	98.725433	97.554359	98.495766	98.670204	97.612732	98.700317	98.636642	98.727806	97.606979	97.592773	97.549835	99.090561	98.56076	98.720459	100.0	98.735397	98.595016	98.62439	98.728592	98.749184	98.502312	98.099945	98.736259	97.488441	98.523926	98.594681	98.677193	97.373154	98.660934	98.057831	97.616226	98.739105	98.686661	98.64267	98.043076	98.775536	98.589539	98.614586	98.614014	98.489494	98.855881	98.604172	98.767761	98.928497	98.760406	98.524025	98.690445	98.580414	97.546997	98.505966	97.550362	98.723999	97.944077	98.426193	98.491394	98.697739	98.564392	97.582176	97.582047	98.587524	97.58181	98.799004	97.577911	97.901794	98.768585	98.669601	98.728821	98.786133	98.052979	98.553596	98.02829	98.882019	98.778244	98.084717	97.552139	99.069145	98.725433	97.554359	98.670204	98.700317	98.636642	98.727806	97.606979	97.549835
NZ_CP019030.1	98.584427	97.852386	82.713242	98.66217	98.516762	98.635864	98.442894	98.518219	98.735397	100.0	98.382767	98.604912	98.747971	98.780739	98.168091	98.428574	98.001747	98.627625	97.442787	98.614975	98.371025	98.565414	97.235367	98.580551	97.810829	97.390778	98.603668	98.539841	98.451431	98.007362	98.993286	98.355232	98.307251	98.347908	98.37001	98.639114	98.399109	98.469444	98.682571	98.869507	98.586678	98.725761	98.408745	97.471649	98.379547	97.568344	98.867599	97.857445	98.337067	98.372437	98.635864	98.551285	97.518257	97.518127	98.562408	97.424973	99.094391	97.503845	97.688362	99.193405	98.573151	98.316803	98.514275	97.930817	98.626556	97.926323	98.573395	98.722588	98.01545	97.460236	98.670265	98.960754	97.506218	98.39151	98.697052	97.572617	98.623428	98.573433	98.314896	97.343979	97.558365	97.577087	98.66217	98.442894	98.518219	98.735397	100.0	98.382767	98.604912	98.747971	98.780739	98.428574	98.001747	98.627625	97.442787	98.614975	98.371025	98.565414	97.235367	98.580551	97.810829	97.390778	98.603668	98.539841	98.451431	98.007362	98.993286	98.355232	98.307251	98.347908	98.37001	98.639114	98.399109	98.469444	98.682571	98.869507	98.586678	98.725761	98.408745	97.471649	98.379547	97.568344	98.867599	97.857445	98.337067	98.372437	98.635864	98.551285	97.518257	97.518127	98.562408	97.424973	99.094391	97.503845	97.688362	99.193405	98.573151	98.316803	98.514275	97.930817	98.626556	97.926323	98.573395	98.722588	98.01545	97.460236	98.670265	98.960754	97.506218	98.697052	98.623428	98.573433	98.314896	97.343979	97.577087
NZ_CP021104.1	98.605789	97.87825	86.302101	98.615433	98.688339	98.548569	99.414581	98.629868	98.595016	98.382767	100.0	98.568405	98.648148	98.560074	98.237747	98.613434	98.20488	98.575012	97.424347	99.001366	99.985382	98.468811	97.168671	98.801834	98.043633	97.554298	98.669144	98.834106	99.973816	98.107544	98.616753	99.969925	99.977524	99.975952	98.290703	98.572968	99.232719	98.484558	98.666855	98.706192	98.328728	98.511581	99.982986	97.525612	99.372208	97.473892	98.566063	97.863205	98.443253	98.974373	98.950363	98.924866	97.562378	97.562271	98.544769	97.595093	98.685059	97.554947	97.832809	98.631744	98.934395	98.804367	98.454262	97.896111	98.382645	97.906708	98.613495	98.565384	98.1689	97.55603	98.428375	98.536957	97.536896	98.630524	98.473831	97.505844	98.855026	98.598503	98.785736	97.538887	97.581848	97.530701	98.615433	99.414581	98.629868	98.595016	98.382767	100.0	98.568405	98.648148	98.560074	98.613434	98.20488	98.575012	97.424347	99.001366	99.985382	98.468811	97.168671	98.801834	98.043633	97.554298	98.669144	98.834106	99.973816	98.107544	98.616753	99.969925	99.977524	99.975952	98.290703	98.572968	99.232719	98.484558	98.666855	98.706192	98.328728	98.511581	99.982986	97.525612	99.372208	97.473892	98.566063	97.863205	98.443253	98.974373	98.950363	98.924866	97.562378	97.562271	98.544769	97.595093	98.685059	97.554947	97.832809	98.631744	98.934395	98.804367	98.454262	97.896111	98.382645	97.906708	98.613495	98.565384	98.1689	97.55603	98.428375	98.536957	97.536896	98.473831	98.855026	98.598503	98.785736	97.538887	97.530701
