Cluster_ID,Protein_ID
cluster_1,CP071001.1_proteins|CP071001.1_1
cluster_726,CP035054.1_proteins|CP035054.1_1010
cluster_726,NZ_CP031195.1_proteins|NZ_CP031195.1_543
cluster_726,CP031195.1_proteins|CP031195.1_543
cluster_726,NZ_CP157198.1_proteins|NZ_CP157198.1_978
cluster_726,NZ_CP070948.1_proteins|NZ_CP070948.1_1074
cluster_726,CP101688.1_proteins|CP101688.1_1011
cluster_726,CP019030.1_proteins|CP019030.1_2016
cluster_727,CP110798.1_proteins|CP110798.1_1019
cluster_727,CP124737.1_proteins|CP124737.1_446
cluster_727,CP076446.1_proteins|CP076446.1_1009
cluster_727,NZ_CP176633.1_proteins|NZ_CP176633.1_1112
cluster_727,NZ_CP095385.1_proteins|NZ_CP095385.1_968
cluster_727,CP121468.1_proteins|CP121468.1_1036
cluster_727,CP070948.1_proteins|CP070948.1_1075
cluster_727,CP035054.1_proteins|CP035054.1_1009
cluster_727,CP157198.1_proteins|CP157198.1_979
cluster_727,NZ_CP021964.1_proteins|NZ_CP021964.1_983
cluster_727,CP176633.1_proteins|CP176633.1_1112
cluster_727,NZ_CP136242.1_proteins|NZ_CP136242.1_1021
cluster_727,CP067088.1_proteins|CP067088.1_983
cluster_727,CP053314.1_proteins|CP053314.1_1082
cluster_727,CP184765.1_proteins|CP184765.1_1022
cluster_727,NZ_CP158463.1_proteins|NZ_CP158463.1_1671
cluster_727,CP131058.1_proteins|CP131058.1_1018
cluster_727,NZ_CP184765.1_proteins|NZ_CP184765.1_1022
cluster_727,NZ_CP067088.1_proteins|NZ_CP067088.1_983
cluster_727,CP136242.1_proteins|CP136242.1_1021
cluster_727,NZ_CP101688.1_proteins|NZ_CP101688.1_1012
cluster_727,NZ_CP031195.1_proteins|NZ_CP031195.1_544
cluster_727,CP031195.1_proteins|CP031195.1_544
cluster_727,CP158463.1_proteins|CP158463.1_1671
cluster_727,CP101688.1_proteins|CP101688.1_1012
cluster_727,NZ_CP053314.1_proteins|NZ_CP053314.1_1082
cluster_727,NZ_CP131058.1_proteins|NZ_CP131058.1_1018
cluster_727,CP019030.1_proteins|CP019030.1_2015
cluster_727,CP002033.1_proteins|CP002033.1_1175
cluster_727,NZ_CP121468.1_proteins|NZ_CP121468.1_1036
cluster_727,NZ_CP124737.1_proteins|NZ_CP124737.1_446
cluster_727,NZ_CP035054.1_proteins|NZ_CP035054.1_1009
cluster_727,CP160833.1_proteins|CP160833.1_1030
cluster_727,NZ_CP157980.1_proteins|NZ_CP157980.1_1083
cluster_727,CP157980.1_proteins|CP157980.1_1083
cluster_727,NZ_CP019030.1_proteins|NZ_CP019030.1_2015
cluster_727,CP095385.1_proteins|CP095385.1_968
cluster_727,NZ_CP070948.1_proteins|NZ_CP070948.1_1075
cluster_727,NZ_CP110798.1_proteins|NZ_CP110798.1_1019
cluster_727,AP008937.1_proteins|AP008937.1_1083
cluster_727,NZ_CP160833.1_proteins|NZ_CP160833.1_1030
cluster_727,CP005958.1_proteins|CP005958.1_1023
cluster_727,CP021964.1_proteins|CP021964.1_983
cluster_727,NZ_CP157198.1_proteins|NZ_CP157198.1_979
cluster_727,NZ_CP076446.1_proteins|NZ_CP076446.1_1009
cluster_728,NZ_CP019030.1_proteins|NZ_CP019030.1_2014
cluster_728,CP076446.1_proteins|CP076446.1_1010
cluster_728,NZ_CP095385.1_proteins|NZ_CP095385.1_969
cluster_728,NZ_CP157980.1_proteins|NZ_CP157980.1_1084
cluster_728,CP031195.1_proteins|CP031195.1_545
cluster_728,NZ_CP131058.1_proteins|NZ_CP131058.1_1017
cluster_728,NZ_CP053314.1_proteins|NZ_CP053314.1_1083
cluster_728,NZ_CP184765.1_proteins|NZ_CP184765.1_1023
cluster_728,CP053314.1_proteins|CP053314.1_1083
cluster_728,CP184765.1_proteins|CP184765.1_1023
cluster_728,NZ_CP021964.1_proteins|NZ_CP021964.1_984
cluster_728,NZ_CP101688.1_proteins|NZ_CP101688.1_1013
cluster_728,CP131058.1_proteins|CP131058.1_1017
cluster_728,NZ_CP067088.1_proteins|NZ_CP067088.1_984
cluster_728,CP021964.1_proteins|CP021964.1_984
cluster_728,CP002033.1_proteins|CP002033.1_1176
cluster_728,NZ_CP160833.1_proteins|NZ_CP160833.1_1031
cluster_728,CP005958.1_proteins|CP005958.1_1024
cluster_728,CP176633.1_proteins|CP176633.1_1113
cluster_728,CP124737.1_proteins|CP124737.1_445
cluster_728,CP067088.1_proteins|CP067088.1_984
cluster_728,CP070948.1_proteins|CP070948.1_1076
cluster_728,CP035054.1_proteins|CP035054.1_1008
cluster_728,CP157980.1_proteins|CP157980.1_1084
cluster_728,CP095385.1_proteins|CP095385.1_969
cluster_728,NZ_CP124737.1_proteins|NZ_CP124737.1_445
cluster_728,NZ_CP110798.1_proteins|NZ_CP110798.1_1020
cluster_728,CP160833.1_proteins|CP160833.1_1031
cluster_728,NZ_CP035054.1_proteins|NZ_CP035054.1_1008
cluster_728,NZ_CP121468.1_proteins|NZ_CP121468.1_1037
cluster_728,NZ_CP136242.1_proteins|NZ_CP136242.1_1022
cluster_728,NZ_CP157198.1_proteins|NZ_CP157198.1_980
cluster_728,NZ_CP031195.1_proteins|NZ_CP031195.1_545
cluster_728,CP157198.1_proteins|CP157198.1_980
cluster_728,CP121468.1_proteins|CP121468.1_1037
cluster_728,CP019030.1_proteins|CP019030.1_2014
cluster_728,CP136242.1_proteins|CP136242.1_1022
cluster_728,AP008937.1_proteins|AP008937.1_1084
cluster_728,NZ_CP070948.1_proteins|NZ_CP070948.1_1076
cluster_728,NZ_CP158463.1_proteins|NZ_CP158463.1_1672
cluster_728,NZ_CP176633.1_proteins|NZ_CP176633.1_1113
cluster_728,CP110798.1_proteins|CP110798.1_1020
cluster_728,NZ_CP076446.1_proteins|NZ_CP076446.1_1010
cluster_728,CP101688.1_proteins|CP101688.1_1013
cluster_728,CP158463.1_proteins|CP158463.1_1672
cluster_729,CP110798.1_proteins|CP110798.1_1021
cluster_729,NZ_CP021964.1_proteins|NZ_CP021964.1_985
cluster_729,NZ_CP158463.1_proteins|NZ_CP158463.1_1673
cluster_729,NZ_CP176633.1_proteins|NZ_CP176633.1_1114
cluster_729,CP067088.1_proteins|CP067088.1_985
cluster_729,CP124737.1_proteins|CP124737.1_444
cluster_729,AP008937.1_proteins|AP008937.1_1085
cluster_729,NZ_CP095385.1_proteins|NZ_CP095385.1_970
cluster_729,NZ_CP124737.1_proteins|NZ_CP124737.1_444
cluster_729,NZ_CP053314.1_proteins|NZ_CP053314.1_1084
cluster_729,CP184765.1_proteins|CP184765.1_1024
cluster_729,CP076446.1_proteins|CP076446.1_1011
cluster_729,NZ_CP031195.1_proteins|NZ_CP031195.1_546
cluster_729,NZ_CP101688.1_proteins|NZ_CP101688.1_1014
cluster_729,NZ_CP157980.1_proteins|NZ_CP157980.1_1085
cluster_729,CP005958.1_proteins|CP005958.1_1025
cluster_729,CP021964.1_proteins|CP021964.1_985
cluster_729,CP002033.1_proteins|CP002033.1_1177
cluster_729,CP031195.1_proteins|CP031195.1_546
cluster_729,CP101688.1_proteins|CP101688.1_1014
cluster_729,CP176633.1_proteins|CP176633.1_1114
cluster_729,NZ_CP110798.1_proteins|NZ_CP110798.1_1021
cluster_729,NZ_CP160833.1_proteins|NZ_CP160833.1_1032
cluster_729,CP158463.1_proteins|CP158463.1_1673
cluster_729,NZ_CP035054.1_proteins|NZ_CP035054.1_1007
cluster_729,CP019030.1_proteins|CP019030.1_2013
cluster_729,CP157198.1_proteins|CP157198.1_981
cluster_729,CP035054.1_proteins|CP035054.1_1007
cluster_729,NZ_CP184765.1_proteins|NZ_CP184765.1_1024
cluster_729,CP136242.1_proteins|CP136242.1_1023
cluster_729,NZ_CP076446.1_proteins|NZ_CP076446.1_1011
cluster_729,NZ_CP136242.1_proteins|NZ_CP136242.1_1023
cluster_729,NZ_CP121468.1_proteins|NZ_CP121468.1_1038
cluster_729,CP053314.1_proteins|CP053314.1_1084
cluster_729,NZ_CP070948.1_proteins|NZ_CP070948.1_1077
cluster_729,NZ_CP157198.1_proteins|NZ_CP157198.1_981
cluster_729,CP160833.1_proteins|CP160833.1_1032
cluster_729,CP121468.1_proteins|CP121468.1_1038
cluster_729,CP095385.1_proteins|CP095385.1_970
cluster_729,CP131058.1_proteins|CP131058.1_1016
cluster_729,NZ_CP131058.1_proteins|NZ_CP131058.1_1016
cluster_729,CP070948.1_proteins|CP070948.1_1077
cluster_729,CP157980.1_proteins|CP157980.1_1085
cluster_729,NZ_CP067088.1_proteins|NZ_CP067088.1_985
cluster_729,NZ_CP019030.1_proteins|NZ_CP019030.1_2013
cluster_730,CP110798.1_proteins|CP110798.1_1022
cluster_730,CP176633.1_proteins|CP176633.1_1115
cluster_730,CP005958.1_proteins|CP005958.1_1026
cluster_730,CP070948.1_proteins|CP070948.1_1078
cluster_730,CP124737.1_proteins|CP124737.1_443
cluster_730,CP131058.1_proteins|CP131058.1_1015
cluster_730,CP158463.1_proteins|CP158463.1_1674
cluster_730,NZ_CP076446.1_proteins|NZ_CP076446.1_1012
cluster_730,NZ_CP053314.1_proteins|NZ_CP053314.1_1085
cluster_730,NZ_CP101688.1_proteins|NZ_CP101688.1_1015
cluster_730,CP021964.1_proteins|CP021964.1_986
cluster_730,NZ_CP158463.1_proteins|NZ_CP158463.1_1674
cluster_730,CP136242.1_proteins|CP136242.1_1024
cluster_730,NZ_CP021964.1_proteins|NZ_CP021964.1_986
cluster_730,CP031195.1_proteins|CP031195.1_547
cluster_730,NZ_CP019030.1_proteins|NZ_CP019030.1_2012
cluster_730,AP008937.1_proteins|AP008937.1_1086
cluster_730,NZ_CP157980.1_proteins|NZ_CP157980.1_1086
cluster_730,CP121468.1_proteins|CP121468.1_1039
cluster_730,NZ_CP160833.1_proteins|NZ_CP160833.1_1033
cluster_730,NZ_CP176633.1_proteins|NZ_CP176633.1_1115
cluster_730,NZ_CP124737.1_proteins|NZ_CP124737.1_443
cluster_730,NZ_CP031195.1_proteins|NZ_CP031195.1_547
cluster_730,CP157198.1_proteins|CP157198.1_982
cluster_730,CP053314.1_proteins|CP053314.1_1085
cluster_730,NZ_CP157198.1_proteins|NZ_CP157198.1_982
cluster_730,CP184765.1_proteins|CP184765.1_1025
cluster_730,NZ_CP121468.1_proteins|NZ_CP121468.1_1039
cluster_730,NZ_CP095385.1_proteins|NZ_CP095385.1_971
cluster_730,NZ_CP067088.1_proteins|NZ_CP067088.1_986
cluster_730,CP019030.1_proteins|CP019030.1_2012
cluster_730,CP157980.1_proteins|CP157980.1_1086
cluster_730,NZ_CP110798.1_proteins|NZ_CP110798.1_1022
cluster_730,NZ_CP184765.1_proteins|NZ_CP184765.1_1025
cluster_730,CP160833.1_proteins|CP160833.1_1033
cluster_730,NZ_CP131058.1_proteins|NZ_CP131058.1_1015
cluster_730,CP101688.1_proteins|CP101688.1_1015
cluster_730,CP035054.1_proteins|CP035054.1_1006
cluster_730,NZ_CP035054.1_proteins|NZ_CP035054.1_1006
cluster_730,CP076446.1_proteins|CP076446.1_1012
cluster_730,CP067088.1_proteins|CP067088.1_986
cluster_730,CP002033.1_proteins|CP002033.1_1178
cluster_730,CP095385.1_proteins|CP095385.1_971
cluster_730,NZ_CP070948.1_proteins|NZ_CP070948.1_1078
cluster_730,NZ_CP136242.1_proteins|NZ_CP136242.1_1024
cluster_731,NZ_CP160833.1_proteins|NZ_CP160833.1_1034
cluster_731,NZ_CP124737.1_proteins|NZ_CP124737.1_442
cluster_731,CP121468.1_proteins|CP121468.1_1040
cluster_731,NZ_CP021964.1_proteins|NZ_CP021964.1_987
cluster_731,NZ_CP070948.1_proteins|NZ_CP070948.1_1079
cluster_731,NZ_CP110798.1_proteins|NZ_CP110798.1_1023
cluster_731,CP136242.1_proteins|CP136242.1_1025
cluster_731,NZ_CP136242.1_proteins|NZ_CP136242.1_1025
cluster_731,CP035054.1_proteins|CP035054.1_1005
cluster_731,CP157198.1_proteins|CP157198.1_983
cluster_731,NZ_CP067088.1_proteins|NZ_CP067088.1_987
cluster_731,CP101688.1_proteins|CP101688.1_1016
cluster_731,CP184765.1_proteins|CP184765.1_1026
cluster_731,CP031195.1_proteins|CP031195.1_548
cluster_731,NZ_CP053314.1_proteins|NZ_CP053314.1_1086
cluster_731,NZ_CP176633.1_proteins|NZ_CP176633.1_1116
cluster_731,NZ_CP131058.1_proteins|NZ_CP131058.1_1014
cluster_731,CP176633.1_proteins|CP176633.1_1116
cluster_731,CP158463.1_proteins|CP158463.1_1675
cluster_731,CP095385.1_proteins|CP095385.1_972
cluster_731,CP070948.1_proteins|CP070948.1_1079
cluster_731,CP021964.1_proteins|CP021964.1_987
cluster_731,CP124737.1_proteins|CP124737.1_442
cluster_731,CP019030.1_proteins|CP019030.1_2011
cluster_731,NZ_CP095385.1_proteins|NZ_CP095385.1_972
cluster_731,CP005958.1_proteins|CP005958.1_1027
cluster_731,NZ_CP076446.1_proteins|NZ_CP076446.1_1013
cluster_731,CP160833.1_proteins|CP160833.1_1034
cluster_731,CP002033.1_proteins|CP002033.1_1179
cluster_731,NZ_CP031195.1_proteins|NZ_CP031195.1_548
cluster_731,NZ_CP158463.1_proteins|NZ_CP158463.1_1675
cluster_731,CP053314.1_proteins|CP053314.1_1086
cluster_731,CP131058.1_proteins|CP131058.1_1014
cluster_731,NZ_CP157980.1_proteins|NZ_CP157980.1_1087
cluster_731,CP067088.1_proteins|CP067088.1_987
cluster_731,NZ_CP157198.1_proteins|NZ_CP157198.1_983
cluster_731,CP157980.1_proteins|CP157980.1_1087
cluster_731,CP110798.1_proteins|CP110798.1_1023
cluster_731,NZ_CP035054.1_proteins|NZ_CP035054.1_1005
cluster_731,NZ_CP184765.1_proteins|NZ_CP184765.1_1026
cluster_731,CP076446.1_proteins|CP076446.1_1013
cluster_731,AP008937.1_proteins|AP008937.1_1087
cluster_731,NZ_CP019030.1_proteins|NZ_CP019030.1_2011
cluster_731,NZ_CP101688.1_proteins|NZ_CP101688.1_1016
cluster_731,NZ_CP121468.1_proteins|NZ_CP121468.1_1040
cluster_732,CP101688.1_proteins|CP101688.1_1027
cluster_732,NZ_CP121468.1_proteins|NZ_CP121468.1_1044
cluster_732,NZ_CP021964.1_proteins|NZ_CP021964.1_989
cluster_732,NZ_CP184765.1_proteins|NZ_CP184765.1_1028
cluster_732,CP002033.1_proteins|CP002033.1_1181
cluster_732,AP008937.1_proteins|AP008937.1_1089
cluster_732,NZ_CP067088.1_proteins|NZ_CP067088.1_989
cluster_732,CP070948.1_proteins|CP070948.1_1090
cluster_732,NZ_CP053314.1_proteins|NZ_CP053314.1_1090
cluster_732,NZ_CP160833.1_proteins|NZ_CP160833.1_1045
cluster_732,CP157980.1_proteins|CP157980.1_1091
cluster_732,CP121468.1_proteins|CP121468.1_1044
cluster_732,CP184765.1_proteins|CP184765.1_1028
cluster_732,NZ_CP095385.1_proteins|NZ_CP095385.1_998
cluster_732,CP053314.1_proteins|CP053314.1_1090
cluster_732,CP031195.1_proteins|CP031195.1_559
cluster_732,NZ_CP101688.1_proteins|NZ_CP101688.1_1027
cluster_732,NZ_CP017151.1_proteins|NZ_CP017151.1_1842
cluster_732,CP067088.1_proteins|CP067088.1_989
cluster_732,NZ_CP035054.1_proteins|NZ_CP035054.1_1003
cluster_732,NZ_CP070948.1_proteins|NZ_CP070948.1_1090
cluster_732,NZ_CP157198.1_proteins|NZ_CP157198.1_992
cluster_732,NZ_CP158463.1_proteins|NZ_CP158463.1_1682
cluster_732,CP076446.1_proteins|CP076446.1_1025
cluster_732,CP035054.1_proteins|CP035054.1_1003
cluster_732,CP095385.1_proteins|CP095385.1_998
cluster_732,CP157198.1_proteins|CP157198.1_992
cluster_732,NZ_CP031195.1_proteins|NZ_CP031195.1_559
cluster_732,CP021964.1_proteins|CP021964.1_989
cluster_732,NZ_CP157980.1_proteins|NZ_CP157980.1_1091
cluster_732,CP158463.1_proteins|CP158463.1_1682
cluster_732,NZ_CP076446.1_proteins|NZ_CP076446.1_1025
cluster_732,CP160833.1_proteins|CP160833.1_1045
cluster_732,CP017151.1_proteins|CP017151.1_1842
cluster_733,NZ_CP070858.1_proteins|NZ_CP070858.1_1126
cluster_733,CP053314.1_proteins|CP053314.1_1092
cluster_733,CP101688.1_proteins|CP101688.1_1029
cluster_733,CP117933.1_proteins|CP117933.1_801
cluster_733,NZ_CP082359.1_proteins|NZ_CP082359.1_1093
cluster_733,CP171795.1_proteins|CP171795.1_325
cluster_733,NZ_CP139637.1_proteins|NZ_CP139637.1_982
cluster_733,NZ_CP070999.1_proteins|NZ_CP070999.1_1115
cluster_733,NZ_CP116755.1_proteins|NZ_CP116755.1_1053
cluster_733,NZ_CP145309.1_proteins|NZ_CP145309.1_996
cluster_733,CP197007.1_proteins|CP197007.1_1894
cluster_733,NZ_CP044354.1_proteins|NZ_CP044354.1_1045
cluster_733,CP119406.1_proteins|CP119406.1_792
cluster_733,NZ_CP136242.1_proteins|NZ_CP136242.1_1041
cluster_733,NZ_CP017151.1_proteins|NZ_CP017151.1_1844
cluster_733,NZ_CP157198.1_proteins|NZ_CP157198.1_994
cluster_733,NZ_CP050919.1_proteins|NZ_CP050919.1_1000
cluster_733,CP035054.1_proteins|CP035054.1_1001
cluster_733,CP160833.1_proteins|CP160833.1_1047
cluster_733,NZ_CP101688.1_proteins|NZ_CP101688.1_1029
cluster_733,CP139637.1_proteins|CP139637.1_982
cluster_733,NZ_CP131058.1_proteins|NZ_CP131058.1_994
cluster_733,NZ_CP070948.1_proteins|NZ_CP070948.1_1092
cluster_733,CP016803.1_proteins|CP016803.1_93
cluster_733,CP131058.1_proteins|CP131058.1_994
cluster_733,AP008937.1_proteins|AP008937.1_1091
cluster_733,CP047584.1_proteins|CP047584.1_1062
cluster_733,CP157198.1_proteins|CP157198.1_994
cluster_733,NZ_CP103293.1_proteins|NZ_CP103293.1_1053
cluster_733,CP132481.1_proteins|CP132481.1_706
cluster_733,CP176633.1_proteins|CP176633.1_1122
cluster_733,CP136242.1_proteins|CP136242.1_1041
cluster_733,NZ_CP157980.1_proteins|NZ_CP157980.1_1093
cluster_733,CP071001.1_proteins|CP071001.1_1127
cluster_733,CP005958.1_proteins|CP005958.1_1042
cluster_733,CP172330.1_proteins|CP172330.1_486
cluster_733,NZ_CP047584.1_proteins|NZ_CP047584.1_1062
cluster_733,CP120668.1_proteins|CP120668.1_1037
cluster_733,CP110798.1_proteins|CP110798.1_1045
cluster_733,CP132541.1_proteins|CP132541.1_1161
cluster_733,CP076082.1_proteins|CP076082.1_495
cluster_733,NZ_CP160833.1_proteins|NZ_CP160833.1_1047
cluster_733,NZ_CP031195.1_proteins|NZ_CP031195.1_561
cluster_733,CP021104.1_proteins|CP021104.1_1129
cluster_733,CP021790.1_proteins|CP021790.1_1335
cluster_733,CP119425.1_proteins|CP119425.1_792
cluster_733,NZ_CP021104.1_proteins|NZ_CP021104.1_1129
cluster_733,NZ_AP024320.1_proteins|NZ_AP024320.1_1464
cluster_733,CP188318.1_proteins|CP188318.1_1205
cluster_733,NZ_CP071001.1_proteins|NZ_CP071001.1_1127
cluster_733,CP031195.1_proteins|CP031195.1_561
cluster_733,CP103400.1_proteins|CP103400.1_290
cluster_733,CP157980.1_proteins|CP157980.1_1093
cluster_733,NZ_CP193773.1_proteins|NZ_CP193773.1_1104
cluster_733,CP017151.1_proteins|CP017151.1_1844
cluster_733,CP070948.1_proteins|CP070948.1_1092
cluster_733,NZ_CP117933.1_proteins|NZ_CP117933.1_801
cluster_733,CP082359.1_proteins|CP082359.1_1093
cluster_733,NZ_CP158463.1_proteins|NZ_CP158463.1_1684
cluster_733,CP100352.1_proteins|CP100352.1_1093
cluster_733,NZ_CP021790.1_proteins|NZ_CP021790.1_1335
cluster_733,CP170189.1_proteins|CP170189.1_1676
cluster_733,CP165726.1_proteins|CP165726.1_968
cluster_733,NZ_CP124737.1_proteins|NZ_CP124737.1_421
cluster_733,CP102714.1_proteins|CP102714.1_1034
cluster_733,CP199922.1_proteins|CP199922.1_604
cluster_733,CP067088.1_proteins|CP067088.1_991
cluster_733,NZ_CP121468.1_proteins|NZ_CP121468.1_1046
cluster_733,CP011536.1_proteins|CP011536.1_1203
cluster_733,CP089305.1_proteins|CP089305.1_1541
cluster_733,NZ_CP120668.1_proteins|NZ_CP120668.1_1037
cluster_733,NZ_CP165726.1_proteins|NZ_CP165726.1_968
cluster_733,NZ_CP021964.1_proteins|NZ_CP021964.1_992
cluster_733,NZ_CP035054.1_proteins|NZ_CP035054.1_1001
cluster_733,NZ_CP110798.1_proteins|NZ_CP110798.1_1045
cluster_733,NZ_CP188318.1_proteins|NZ_CP188318.1_1205
cluster_733,NZ_CP095385.1_proteins|NZ_CP095385.1_1000
cluster_733,NZ_CP094655.1_proteins|NZ_CP094655.1_986
cluster_733,NZ_CP118092.1_proteins|NZ_CP118092.1_1205
cluster_733,CP121468.1_proteins|CP121468.1_1046
cluster_733,CP002033.1_proteins|CP002033.1_1183
cluster_733,NZ_CP045034.1_proteins|NZ_CP045034.1_1692
cluster_733,NZ_CP119425.1_proteins|NZ_CP119425.1_792
cluster_733,NZ_CP076446.1_proteins|NZ_CP076446.1_1027
cluster_733,CP184765.1_proteins|CP184765.1_1030
cluster_733,NZ_CP089305.1_proteins|NZ_CP089305.1_1541
cluster_733,CP127401.1_proteins|CP127401.1_792
cluster_733,NZ_CP016803.1_proteins|NZ_CP016803.1_93
cluster_733,CP094655.1_proteins|CP094655.1_986
cluster_733,CP071000.1_proteins|CP071000.1_1126
cluster_733,CP045034.1_proteins|CP045034.1_1692
cluster_733,NZ_CP065522.1_proteins|NZ_CP065522.1_1040
cluster_733,CP118092.1_proteins|CP118092.1_1205
cluster_733,NZ_CP103400.1_proteins|NZ_CP103400.1_290
cluster_733,CP124737.1_proteins|CP124737.1_421
cluster_733,NZ_CP053314.1_proteins|NZ_CP053314.1_1092
cluster_733,NZ_CP076082.1_proteins|NZ_CP076082.1_495
cluster_733,NZ_CP035055.1_proteins|NZ_CP035055.1_408
cluster_733,NZ_CP176633.1_proteins|NZ_CP176633.1_1122
cluster_733,CP019030.1_proteins|CP019030.1_1991
cluster_733,CP070999.1_proteins|CP070999.1_1115
cluster_733,NZ_CP102532.1_proteins|NZ_CP102532.1_1126
cluster_733,NZ_CP102714.1_proteins|NZ_CP102714.1_1034
cluster_733,NZ_CP067088.1_proteins|NZ_CP067088.1_991
cluster_733,NZ_CP100352.1_proteins|NZ_CP100352.1_1093
cluster_733,NZ_CP132481.1_proteins|NZ_CP132481.1_706
cluster_733,NZ_CP019030.1_proteins|NZ_CP019030.1_1991
cluster_733,CP034099.1_proteins|CP034099.1_1893
cluster_733,CP050919.1_proteins|CP050919.1_1000
cluster_733,CP076446.1_proteins|CP076446.1_1027
cluster_733,CP065522.1_proteins|CP065522.1_1040
cluster_733,CP102532.1_proteins|CP102532.1_1126
cluster_733,NZ_CP132541.1_proteins|NZ_CP132541.1_1161
cluster_733,NZ_CP034099.1_proteins|NZ_CP034099.1_1893
cluster_733,NZ_CP119406.1_proteins|NZ_CP119406.1_792
cluster_733,NZ_CP127401.1_proteins|NZ_CP127401.1_792
cluster_733,CP103293.1_proteins|CP103293.1_1053
cluster_733,NZ_CP199922.1_proteins|NZ_CP199922.1_604
cluster_733,CP095385.1_proteins|CP095385.1_1000
cluster_733,NZ_CP047585.1_proteins|NZ_CP047585.1_975
cluster_733,CP044354.1_proteins|CP044354.1_1045
cluster_733,CP047585.1_proteins|CP047585.1_975
cluster_733,CP116755.1_proteins|CP116755.1_1053
cluster_733,CP145309.1_proteins|CP145309.1_996
cluster_733,CP193773.1_proteins|CP193773.1_1104
cluster_733,NZ_CP171795.1_proteins|NZ_CP171795.1_325
cluster_733,NZ_CP011536.1_proteins|NZ_CP011536.1_1203
cluster_733,NZ_CP184765.1_proteins|NZ_CP184765.1_1030
cluster_733,CP035055.1_proteins|CP035055.1_408
cluster_733,CP070858.1_proteins|CP070858.1_1126
cluster_733,CP158463.1_proteins|CP158463.1_1684
cluster_733,NZ_CP071000.1_proteins|NZ_CP071000.1_1126
cluster_733,AP024320.1_proteins|AP024320.1_1464
cluster_733,CP021964.1_proteins|CP021964.1_992
cluster_734,CP100352.1_proteins|CP100352.1_1092
cluster_734,CP117933.1_proteins|CP117933.1_802
cluster_734,NZ_CP110798.1_proteins|NZ_CP110798.1_1046
cluster_734,NZ_CP071000.1_proteins|NZ_CP071000.1_1127
cluster_734,CP082359.1_proteins|CP082359.1_1094
cluster_734,CP124737.1_proteins|CP124737.1_420
cluster_734,CP017151.1_proteins|CP017151.1_1845
cluster_734,CP053314.1_proteins|CP053314.1_1093
cluster_734,CP103400.1_proteins|CP103400.1_291
cluster_734,AP008937.1_proteins|AP008937.1_1092
cluster_734,NZ_CP053314.1_proteins|NZ_CP053314.1_1093
cluster_734,CP157198.1_proteins|CP157198.1_995
cluster_734,NZ_CP019030.1_proteins|NZ_CP019030.1_1990
cluster_734,CP132541.1_proteins|CP132541.1_1162
cluster_734,NZ_CP132541.1_proteins|NZ_CP132541.1_1162
cluster_734,NZ_CP103293.1_proteins|NZ_CP103293.1_1054
cluster_734,CP102714.1_proteins|CP102714.1_1033
cluster_734,NZ_CP160833.1_proteins|NZ_CP160833.1_1048
cluster_734,CP199922.1_proteins|CP199922.1_603
cluster_734,NZ_CP070948.1_proteins|NZ_CP070948.1_1093
cluster_734,NZ_CP101688.1_proteins|NZ_CP101688.1_1030
cluster_734,NZ_CP047584.1_proteins|NZ_CP047584.1_1063
cluster_734,NZ_CP120668.1_proteins|NZ_CP120668.1_1036
cluster_734,CP193773.1_proteins|CP193773.1_1105
cluster_734,NZ_CP165726.1_proteins|NZ_CP165726.1_969
cluster_734,CP019030.1_proteins|CP019030.1_1990
cluster_734,CP188318.1_proteins|CP188318.1_1206
cluster_734,NZ_CP157198.1_proteins|NZ_CP157198.1_995
cluster_734,NZ_CP076082.1_proteins|NZ_CP076082.1_496
cluster_734,NZ_CP193773.1_proteins|NZ_CP193773.1_1105
cluster_734,NZ_CP171795.1_proteins|NZ_CP171795.1_326
cluster_734,NZ_CP076446.1_proteins|NZ_CP076446.1_1028
cluster_734,NZ_CP127401.1_proteins|NZ_CP127401.1_793
cluster_734,NZ_CP082359.1_proteins|NZ_CP082359.1_1094
cluster_734,NZ_CP136242.1_proteins|NZ_CP136242.1_1042
cluster_734,CP076446.1_proteins|CP076446.1_1028
cluster_734,NZ_CP199922.1_proteins|NZ_CP199922.1_603
cluster_734,NZ_CP070858.1_proteins|NZ_CP070858.1_1127
cluster_734,CP070999.1_proteins|CP070999.1_1116
cluster_734,CP050919.1_proteins|CP050919.1_1001
cluster_734,CP176633.1_proteins|CP176633.1_1123
cluster_734,NZ_CP121468.1_proteins|NZ_CP121468.1_1047
cluster_734,NZ_CP145309.1_proteins|NZ_CP145309.1_997
cluster_734,NZ_CP067088.1_proteins|NZ_CP067088.1_992
cluster_734,CP136242.1_proteins|CP136242.1_1042
cluster_734,NZ_CP124737.1_proteins|NZ_CP124737.1_420
cluster_734,CP021964.1_proteins|CP021964.1_993
cluster_734,CP170189.1_proteins|CP170189.1_1677
cluster_734,NZ_CP089305.1_proteins|NZ_CP089305.1_1540
cluster_734,CP031195.1_proteins|CP031195.1_562
cluster_734,CP171795.1_proteins|CP171795.1_326
cluster_734,CP172330.1_proteins|CP172330.1_485
cluster_734,NZ_CP132481.1_proteins|NZ_CP132481.1_707
cluster_734,CP034099.1_proteins|CP034099.1_1892
cluster_734,NZ_CP021104.1_proteins|NZ_CP021104.1_1130
cluster_734,CP131058.1_proteins|CP131058.1_993
cluster_734,NZ_CP045034.1_proteins|NZ_CP045034.1_1693
